image_id,face_idx,gender,age,male_score,female_score
121866,1,Female,34,82.084,82.626
121867,0,Male,20,78.396,76.924
121867,1,Female,25,75.961,75.436
121868,0,Male,35,73.924,72.105
121868,1,Female,26,75.666,77.618
121870,0,Male,19,78.016,75.244
121870,1,Female,22,82.218,85.763
121906,0,Female,26,67.121,63.189
121927,0,Female,8,61.135,64.192
121944,0,Male,34,69.783,68.031
122016,0,Female,23,69.378,72.12
122022,0,Female,41,69.913,64.891
122022,1,Female,59,73.278,74.995
122023,0,Female,42,74.733,76.555
122024,0,Female,34,68.394,62.932
122107,0,Female,20,58.455,59.308
122269,0,Female,28,62.665,65.692
122273,0,Female,28,62.665,65.692
122398,0,Female,40,64.786,62.512
122408,0,Male,20,78.396,76.924
122408,1,Female,25,75.961,75.436
122410,0,Male,32,65.805,57.856
122410,1,Female,34,82.084,82.626
122411,0,Male,21,82.974,80.763
122411,1,Female,26,76.216,80.414
122413,0,Female,20,70.262,73.104
122414,0,Female,18,76.922,81.889
122420,0,Male,23,63.414,60.66
122420,1,Female,27,58.835,63.206
122433,0,Female,28,66.687,64.299
122469,0,Female,34,63.301,58.359
122472,0,Female,21,80.365,83.371
122476,0,Female,22,70.737,72.523
122476,1,Male,32,57.934,62.867
122497,0,Female,25,75.162,76.422
122507,0,Female,25,69.639,69.691
122510,0,Male,21,77.223,81.383
122535,0,Female,26,57.976,62.33
122535,1,Female,25,47.062,52.548
122537,0,Female,35,67.397,69.928
122640,0,Female,20,86.721,91.03
122641,0,Female,20,86.12,86.77
122641,1,Female,21,86.496,89.529
122642,0,Female,19,84.362,88.509
122642,1,Female,21,86.217,89.531
122643,0,Female,22,69.45,73.996
122647,0,Female,26,61.428,62.038
122648,0,Female,23,77.464,78.565
122660,0,Male,20,67.871,66.725
122660,1,Female,28,58.871,65.389
122667,0,Male,22,71.162,65.428
122738,0,Female,44,48.018,46.259
122740,0,Male,37,59.788,64.724
122748,0,Female,44,48.018,46.259
122752,0,Male,37,59.788,64.724
122775,0,Male,25,64.603,69.216
122777,0,Male,27,68.484,68.24
122836,0,Female,26,48.918,53.884
122867,0,Female,25,73.347,75.514
122928,0,Female,24,79.089,83.857
122929,0,Female,25,67.376,70.494
122929,1,Female,24,61.452,59.918
122929,2,Female,22,61.674,63.698
122931,0,Female,21,66.964,70.926
122933,0,Female,24,73.459,69.176
123010,0,Female,13,68.662,67.136
123011,0,Female,12,78.746,78.582
123011,1,Female,9,72.602,72.892
123036,0,Male,33,59.127,58.66
123045,0,Female,20,77.287,80.955
123046,0,Female,21,64.122,64.815
123055,0,Female,21,80.443,83.975
123062,0,Female,25,69.797,72.413
123064,0,Female,28,60.707,63.547
123064,1,Female,33,50.785,54.765
123064,2,Female,33,48,50.857
123064,3,Female,35,46.84,55.442
123064,4,Female,30,42.827,44.649
123083,0,Female,29,66.932,68.335
123085,0,Female,19,85.578,84.252
123086,0,Female,19,80.065,77.709
123089,0,Male,70,66.315,65.982
123106,0,Female,20,65.206,68.991
123106,1,Female,20,71.341,73.695
123293,0,Male,19,66.703,69.28
123302,0,Male,21,53.542,51.669
123302,1,Female,35,60.827,60.894
123328,0,Female,21,69.187,72.478
123336,0,Female,10,68.766,65.803
123337,0,Female,4,68.031,70.685
123388,0,Male,21,80.829,81.381
123489,0,Male,30,62.1,60.215
123492,0,Female,24,72.823,77.94
123499,0,Female,25,72.784,74.529
123499,1,Female,30,64.271,65.086
123500,0,Female,25,72.784,74.529
123500,1,Female,30,64.271,65.086
123501,0,Female,27,63.741,66.085
123511,0,Female,31,59.795,57.874
123515,0,Female,23,73.483,79.708
123517,0,Female,23,74.814,79.01
123544,0,Female,26,80.324,80.781
123544,1,Female,23,63.693,66.132
123545,0,Female,23,66.545,63.788
123549,0,Female,21,72.782,73.639
123550,0,Female,13,62.722,60.381
123552,0,Male,24,58.789,55.488
123552,1,Female,21,70.411,66.37
123554,0,Female,25,88.441,91.199
123576,0,Female,18,78.641,80.676
123597,0,Male,45,58.23,62.006
123796,0,Female,26,80.324,80.781
123796,1,Female,23,63.693,66.132
123799,0,Male,21,67.217,69.943
123799,1,Female,26,77.103,79.306
123805,0,Female,24,66.664,63.723
123807,0,Male,27,77.604,82.058
123830,0,Female,35,83.024,83.595
123859,0,Female,31,63.15,63.693
123862,0,Female,26,67.56,69.076
123881,0,Male,21,69.568,71.303
124176,0,Male,30,65.062,60.291
124180,0,Male,25,64.271,61.71
124185,0,Male,29,64.569,62.173
124201,0,Female,36,78.464,81.126
124216,0,Female,13,49.173,54.304
124251,0,Female,19,63.363,68.325
124257,0,Male,30,59.292,59.562
124277,0,Male,23,76.779,80.115
124278,0,Male,27,75.278,78.725
124294,0,Female,21,83.801,88.252
124317,0,Male,17,74.459,79.485
124322,0,Male,22,86.068,88.781
124420,0,Female,23,76.265,79.581
124436,0,Female,20,82.18,81.101
124439,0,Female,25,67.21,71.662
124465,0,Male,22,78.053,77.191
124523,0,Male,31,82.594,84.834
124545,0,Male,29,76.913,74.39
124563,0,Male,29,88.576,89.393
124565,0,Male,27,88.737,90.461
124591,0,Female,21,92.356,94.352
124604,0,Female,29,66.701,69.448
124605,0,Female,25,85.155,87.39
124617,0,Female,28,54.402,61.828
124621,0,Female,28,70.486,72.631
124624,0,Female,19,73.128,80.299
124627,0,Female,43,62.9,63.847
124688,0,Male,27,71.118,76.247
124916,0,Female,36,77.546,80.685
125013,0,Male,22,71.381,74.908
125044,0,Female,20,75.798,78.197
125085,0,Female,30,71.556,74.253
125086,0,Female,24,74.235,78.66
125089,0,Female,6,56.425,55.621
125090,0,Male,7,55.977,56.659
125102,0,Male,8,74.497,74.625
125207,0,Male,22,92.123,90.098
125208,0,Female,9,62.617,65.926
125212,0,Male,24,89.364,89.16
125216,0,Male,13,77.044,76.712
125217,0,Male,30,44.926,45.924
125217,1,Male,31,62.809,60.716
125217,2,Male,28,73.469,78.728
125218,0,Male,12,73.747,74.64
125222,0,Male,25,83.596,88.088
125224,0,Male,30,44.926,45.924
125224,1,Male,31,62.809,60.716
125224,2,Male,28,73.469,78.728
125229,0,Male,13,70.374,72.631
125264,0,Male,28,84.107,83.718
125278,0,Male,22,89.317,89.471
125368,0,Female,21,83.938,85.589
125372,0,Female,34,72.075,74.405
125380,0,Female,22,74.45,77.667
125381,0,Female,30,70.97,73.508
125383,0,Female,21,84.634,86.465
125385,0,Female,5,67.981,71.141
125388,0,Female,10,78.008,75.872
125394,0,Female,11,57.565,61.892
125397,0,Female,4,72.961,78.817
125429,0,Male,23,68.383,72.628
125446,0,Female,20,65.957,64.833
125449,0,Male,25,85.76,84.059
125451,0,Male,24,68.095,69.682
125461,0,Male,33,59.399,62.11
125462,0,Male,29,48.768,55.109
125547,0,Female,26,78.083,81.801
125568,0,Male,37,77.135,77.261
125575,0,Female,25,70.952,73.46
125594,0,Female,32,78.26,80.416
125604,0,Female,37,72.588,72.635
125656,0,Female,33,61.104,63.239
125663,0,Male,22,65.876,72.058
125664,0,Female,20,80.045,85.934
125666,0,Female,20,83.611,83.664
125668,0,Female,21,83.757,87.446
125679,0,Female,14,69.2,73.669
125695,0,Female,24,74.76,68.74
125696,0,Female,25,81.292,83.554
125700,0,Female,21,81.712,84.6
125707,0,Female,24,85.156,88.516
125708,0,Female,24,84.172,87.415
125762,0,Male,26,65.527,66.146
125980,0,Female,24,72.613,75.968
126026,0,Female,23,63.742,64.747
126029,0,Female,20,72.004,68.977
126058,0,Female,20,68.245,71.052
126061,0,Female,23,64.373,66.971
126062,0,Female,24,68.17,67.346
126063,0,Female,30,62.461,66.327
126063,1,Female,26,79.445,82.752
126064,0,Female,22,61.301,68.075
126373,0,Female,21,78.028,80.606
126379,0,Female,12,78.746,78.582
126379,1,Female,9,72.602,72.892
126381,0,Female,8,79.39,78.905
126381,1,Female,12,73.22,73.846
126406,0,Female,24,66.495,71.346
126406,1,Female,29,60.947,60.398
126414,0,Female,26,71.589,71.639
126439,0,Female,19,72.846,74.457
126442,0,Female,7,79.142,77.25
126444,0,Female,24,73.103,72.041
126446,0,Female,22,61.13,65.195
126455,0,Female,24,67.311,78.114
126455,1,Female,21,63.963,67.065
126455,2,Female,24,70.489,75.502
126455,3,Female,23,65.704,73.078
126455,4,Female,24,61.52,66.47
126561,0,Female,19,73.686,76.483
126625,0,Male,28,83.354,85.314
126630,0,Female,23,76.24,83.306
126637,0,Female,34,66.898,66.38
126710,0,Male,22,66.532,66.989
126754,0,Female,26,66.472,65.468
126818,0,Male,21,75.841,78.942
126820,0,Male,23,67.618,69.742
126822,0,Female,36,73.125,75.122
126829,0,Female,24,76.636,77.173
126852,0,Female,30,59.008,63.601
126853,0,Female,25,56.718,60.138
126867,0,Female,22,77.22,80.428
126893,0,Female,27,63.436,67.724
126896,0,Female,32,66.397,68.987
126896,1,Female,25,64.102,62.236
126968,0,Female,22,68.015,70.527
126990,0,Female,22,59.556,60.757
126994,0,Male,25,64.99,63.763
127101,0,Female,24,76.343,84.096
127102,0,Female,22,80.091,83.721
127102,1,Female,24,70.823,76.251
127103,0,Female,24,75.417,80.492
127103,1,Female,27,63.917,71.903
127104,0,Female,22,76.719,86.008
127107,0,Female,23,68.878,73.558
127107,1,Female,24,66.005,66.256
127107,2,Female,26,63.883,66.854
127110,0,Female,23,66.245,67.782
127110,1,Female,23,59.417,63.744
127110,2,Female,23,62.125,62.796
127112,0,Female,33,61.427,59.402
127116,0,Female,28,62.181,53.722
127117,0,Female,36,56.801,61.628
127117,1,Female,47,57.18,61.522
127117,2,Female,36,61.283,58.447
127117,3,Female,48,54.555,54.731
127117,4,Female,60,54.066,55.054
127118,0,Female,33,59.664,60.042
127242,0,Male,42,54.153,55.217
127243,0,Female,38,60.691,58.758
127248,0,Female,38,60.691,58.758
127252,0,Male,24,47.432,50.314
127279,0,Male,20,61.799,63.283
127282,0,Female,21,66.069,64.055
127295,0,Female,26,76.55,80.918
127301,0,Female,23,76.06,79.394
127312,0,Female,21,85.915,84.245
127336,0,Female,32,73.562,77.558
127343,0,Female,26,66.331,64.43
127344,0,Female,37,71.012,71.463
127347,0,Female,33,82.358,86.388
127354,0,Female,31,61.854,58.754
127354,1,Female,33,68.308,69.881
127354,2,Female,31,65.067,62.678
127358,0,Female,21,85.118,87.155
127405,0,Female,18,73.314,68.729
127407,0,Female,20,62.432,63.611
127407,1,Female,20,65.919,74.125
127407,2,Female,20,66.814,67.292
127407,3,Female,23,63.075,63.617
127408,0,Female,21,68.898,76.586
127409,0,Female,20,64.828,64.808
127409,1,Female,19,71.402,73.954
127410,0,Female,24,79.089,83.857
127412,0,Female,30,71.147,73.554
127413,0,Female,25,67.376,70.494
127413,1,Female,24,61.452,59.918
127413,2,Female,22,61.674,63.698
127451,0,Female,24,60.453,59.26
127456,0,Female,32,59.652,59.905
127457,0,Female,22,82.942,85.3
127463,0,Female,21,69.682,71.432
127465,0,Female,29,74.013,78.309
127501,0,Female,27,65.916,66.333
127508,0,Female,29,62.064,61.636
127510,0,Female,27,59.08,60.694
127515,0,Female,27,49.072,51.102
127518,0,Female,22,62.328,59.493
127520,0,Female,28,63.093,60.942
127537,0,Female,26,72.032,76.987
127544,0,Female,33,58.158,64.667
127544,1,Female,22,56.522,55.894
127582,0,Male,23,62.701,61.824
127606,0,Female,20,82.743,82.254
127606,1,Female,25,61.48,66.54
127606,2,Female,23,69.433,76.695
127606,3,Female,27,51.584,45.563
127606,4,Female,32,51.894,49.79
127609,0,Female,30,81.472,81.321
127642,0,Female,29,60.865,67.492
127758,0,Male,23,63.293,64.235
127758,1,Male,24,73.018,75.015
127827,0,Male,29,61.817,62.866
127869,0,Male,28,87.029,86.865
127910,0,Female,72,68.331,70.767
127999,0,Female,35,62.865,63.905
128045,0,Female,19,76.806,77.959
128046,0,Female,22,67.413,65.165
128066,0,Female,23,73.972,78.283
128067,0,Female,23,73.972,78.283
128087,0,Female,24,82.612,84.59
128088,0,Female,22,86.286,86.57
128152,0,Male,27,72.388,74.819
128152,1,Female,24,76.41,79.721
128195,0,Female,44,66.638,65.523
128256,0,Female,30,69.419,68.734
128319,0,Male,27,65.384,67.485
128387,0,Male,54,58.506,58.966
128395,0,Male,59,44.13,50.262
128395,1,Male,59,50.295,53.801
128504,0,Male,27,58.566,57.872
128504,1,Female,34,55.143,59.247
128536,0,Female,21,72.421,73.924
128538,0,Female,12,78.746,78.582
128538,1,Female,9,72.602,72.892
128551,0,Female,20,62.651,70.212
128640,0,Female,40,52.446,52.633
128761,0,Female,25,59.401,62.45
128775,0,Female,27,76.713,81.974
128810,0,Female,36,78.464,81.126
128847,0,Female,20,75.745,75.027
128847,1,Female,22,69.229,73.659
128847,2,Female,23,53.367,60.174
128848,0,Female,28,63.738,62.787
128848,1,Female,30,64.412,63.681
128848,2,Female,28,64.628,64.054
128848,3,Male,29,66.16,64.207
128856,0,Female,24,66.412,67.601
128858,0,Female,21,71.061,75.993
128868,0,Female,23,78.958,82.114
128929,0,Male,22,86.068,88.781
128944,0,Female,23,87.794,88.273
128947,0,Female,22,81.982,80.505
128985,0,Female,20,84.674,88.706
128994,0,Female,22,81.284,82.832
129018,0,Female,2,60.589,62.51
129018,1,Male,25,73.127,69.22
129026,0,Female,24,77.433,77.904
129071,0,Male,25,86.834,89.563
129075,0,Male,21,69.79,71.494
129096,0,Female,22,81.941,85.594
129102,0,Female,55,61.836,68.607
129111,0,Male,25,52.053,53
129139,0,Female,33,76.629,82.474
129197,0,Male,38,74.161,74.499
129200,0,Female,5,62.097,65.204
129203,0,Female,27,72.525,75.643
129211,0,Male,23,77.983,76.18
129304,0,Female,37,46.368,53.154
129435,0,Female,25,69.717,71.68
129469,0,Female,31,72.952,71.416
129489,0,Male,40,73.117,79.218
129638,0,Female,5,70.815,72.035
129640,0,Female,5,77.835,82.191
129673,0,Male,20,73.664,80.189
129674,0,Male,7,74.755,78.499
129679,0,Male,26,71.655,71.564
129682,0,Male,16,67.124,72.965
129683,0,Female,24,63.838,65.749
129684,0,Male,18,67.962,71.21
129690,0,Female,3,52.995,58.095
129737,0,Male,33,66.586,68.369
129778,0,Female,42,67.86,69.595
129795,0,Male,27,85.625,87.787
129811,0,Male,28,83.557,90.087
129816,0,Male,22,88.655,90.31
129986,0,Female,3,57.788,57.083
129988,0,Female,4,63.766,63.12
129989,0,Female,4,64.475,60.236
129992,0,Female,3,69.253,66.365
129994,0,Female,24,73.609,81.557
129994,1,Female,31,72.192,73.389
130001,0,Male,21,73.216,78.381
130005,0,Male,8,59.95,63.514
130005,1,Female,19,68.905,72.741
130019,0,Male,3,57.207,59.236
130022,0,Male,7,57.212,56.132
130023,0,Female,24,61.382,61.5
130026,0,Female,3,55.423,53.187
130090,0,Male,26,71.618,72.675
130092,0,Male,23,79.263,78.303
130102,0,Male,20,81.941,87.011
130105,0,Male,24,81.496,81.028
130107,0,Male,21,68.272,71.476
130109,0,Male,23,45.114,46.598
130112,0,Male,19,77.451,76.437
130120,0,Male,34,74.306,72.035
130123,0,Male,28,72.653,68.805
130124,0,Male,28,63.99,63.383
130144,0,Male,24,77.705,74.804
130219,0,Female,21,74.041,77.077
130235,0,Male,28,80.432,87.298
130355,0,Female,21,65.387,72.818
130356,0,Female,21,68.35,65.679
130357,0,Female,23,81.903,83.035
130359,0,Female,23,69.169,67.052
130362,0,Female,30,73.514,76.374
130364,0,Female,20,76.996,81.743
130386,0,Female,34,79.617,82.131
130390,0,Female,24,67.812,71.623
130393,0,Female,21,84.445,84.32
130400,0,Female,22,85.431,83.502
130415,0,Male,22,86.801,89.904
130417,0,Male,28,63.93,67.608
130608,0,Male,30,68.68,69.812
130610,0,Male,26,70.59,68.712
130611,0,Female,17,68.535,67.719
130614,0,Female,34,48.184,53.699
130622,0,Male,34,67.7,69.394
130649,0,Female,28,73.456,78.363
130688,0,Male,23,62.172,64.001
130688,1,Female,24,70.751,73.417
130692,0,Female,23,70.334,70.238
130711,0,Female,20,81.766,82.298
130712,0,Female,20,78.424,81.808
130714,0,Female,20,80.76,82.547
130714,1,Female,21,59.312,65.18
130720,0,Female,28,68.177,65.504
130724,0,Female,32,67.932,67.694
130725,0,Female,23,65.763,66.812
130725,1,Female,53,51.015,53.341
130725,2,Female,74,53.601,54.804
130749,0,Male,43,64.804,68.239
130768,0,Female,23,66.985,67.325
130777,0,Male,19,80.554,83.388
130882,0,Female,25,65.27,60.988
130902,0,Male,22,66.532,66.989
130904,0,Female,25,65.27,60.988
130960,0,Female,45,58.913,54.63
131030,0,Male,32,65.805,57.856
131030,1,Female,34,82.084,82.626
131033,0,Female,37,74.121,74.634
131033,1,Female,22,69.931,72.117
131034,0,Male,21,82.974,80.763
131034,1,Female,26,76.216,80.414
131036,0,Male,27,82.179,84.742
131037,0,Male,22,85.712,90.622
131038,0,Male,24,78.204,82.494
131095,0,Female,24,85.86,85.737
131195,0,Female,25,69.643,68.037
131195,1,Female,29,60.637,56.408
131200,0,Female,29,68.143,68.017
131210,0,Female,36,64.596,67.128
131259,0,Female,21,80.449,78.658
131260,0,Female,26,78.536,80.544
131285,0,Female,22,86.253,90.032
131370,0,Male,24,68.095,70.847
131414,0,Female,22,61.497,62.826
131414,1,Female,22,60.261,61.728
131414,2,Female,23,63.386,63.548
131414,3,Female,27,63.499,61.012
131414,4,Male,21,71.125,74.042
131467,0,Female,25,65.286,64.237
131473,0,Female,19,59.979,61.694
131475,0,Female,19,77.799,81.671
131509,0,Male,26,64.918,68.133
131509,1,Female,23,69.709,68.202
131511,0,Female,44,61.584,57.732
131514,0,Male,20,81.82,78.826
131514,1,Female,26,72.823,73.141
131515,0,Male,23,72.269,69.352
131515,1,Female,25,83.11,86.448
131545,0,Female,25,67.01,71.064
131554,0,Female,26,53.846,57.455
131557,0,Female,22,67.43,72.846
131560,0,Female,24,71.772,75.107
131562,0,Female,23,76.908,80.264
131599,0,Female,49,59.751,57.32
131600,0,Female,28,51.7,51.042
131679,0,Female,4,73.958,75.392
131683,0,Female,6,71.85,73.657
131854,0,Female,23,84.192,88.46
131857,0,Female,19,84.362,88.509
131857,1,Female,21,86.217,89.531
131866,0,Female,25,56.321,57.475
131957,0,Female,27,78.759,74.478
131958,0,Female,25,65.812,67.832
131962,0,Female,22,79.344,80.068
131967,0,Female,25,67.789,70.077
131969,0,Female,27,64.952,68.943
131974,0,Female,39,80.63,84.48
131977,0,Female,19,80.52,79.989
132007,0,Male,31,87.013,88.986
132009,0,Male,26,87.213,88.226
132065,0,Female,19,80.177,77.928
132070,0,Female,25,67.376,70.494
132070,1,Female,24,61.452,59.918
132070,2,Female,22,61.674,63.698
132075,0,Male,35,64.531,67.398
132075,1,Female,22,63.095,68.897
132075,2,Male,7,50.697,54.906
132075,3,Female,18,68.181,74.199
132075,4,Male,25,68.213,68.477
132093,0,Female,20,77.464,83.327
132093,1,Female,20,75.569,84.068
132093,2,Female,21,76.61,82.585
132093,3,Female,24,74.022,76.243
132097,0,Female,22,80.075,85.542
132097,1,Female,20,79.112,85.226
132166,0,Female,7,53.989,57.937
132168,0,Female,30,66.817,68.079
132181,0,Male,22,71.325,72.683
132182,0,Female,24,84.32,85.78
132183,0,Female,26,86.433,85.905
132185,0,Female,23,78.609,82.219
132186,0,Female,22,85.006,86.373
132196,0,Female,24,65.506,67.506
132314,0,Female,30,69.419,68.734
132331,0,Female,24,84.206,83.268
132332,0,Female,24,84.206,83.268
132406,0,Male,46,80.175,81.841
132416,0,Male,28,84.702,88.681
132426,0,Male,28,84.702,88.681
132427,0,Female,30,64.204,65
132427,1,Female,22,62.713,63.444
132478,0,Female,10,68.766,65.803
132500,0,Female,30,70.445,68.306
132672,0,Female,26,81.254,83.106
132674,0,Female,23,73.483,79.708
132675,0,Female,25,69.797,72.413
132676,0,Female,23,74.814,79.01
132693,0,Female,37,63.596,62.931
132724,0,Male,37,75.777,74.786
132881,0,Male,20,87.486,87.406
132946,0,Male,27,83.313,84.112
132946,1,Female,20,72.905,77.859
132949,0,Male,25,78.854,80.021
132949,1,Female,21,90.752,90.677
132950,0,Male,23,84.561,85.992
132950,1,Female,22,73.617,80.45
132951,0,Female,33,51.954,53.052
133013,0,Female,26,84.637,89.706
133013,1,Female,26,72.487,75.726
133015,0,Female,20,81.331,83.06
133112,0,Female,19,80.596,82.471
133114,0,Female,22,78.626,79.835
133114,1,Female,22,71.404,76.344
133115,0,Female,40,52.446,52.633
133232,0,Female,7,56.227,59.96
133237,0,Male,21,79.908,80.146
133243,0,Female,30,70.083,73.586
133246,0,Male,14,53.745,55.261
133261,0,Male,29,62.844,63.62
133283,0,Female,22,67.448,69.216
133353,0,Female,23,65.775,65.877
133436,0,Female,24,70.503,69.604
133477,0,Female,22,75.513,81.339
133480,0,Female,21,81.999,86.064
133562,0,Female,26,86.281,90.993
133593,0,Male,24,65.75,66.826
133602,0,Male,22,66.589,64.514
133631,0,Male,27,78.09,77.95
133672,0,Female,28,81.997,84.295
133683,0,Female,26,74.921,80.305
133685,0,Female,26,53.122,51.908
133691,0,Male,27,57.956,62.725
133694,0,Female,45,62.604,65.349
133736,0,Male,21,66.222,65.32
133769,0,Female,44,76.892,84.086
133770,0,Female,34,76.177,83.537
133788,0,Female,20,54.551,57.908
133815,0,Female,6,78.238,78.926
133817,0,Female,4,67.381,68.271
134013,0,Female,24,76.52,77.284
134023,0,Female,20,78.956,82.345
134035,0,Female,37,61.184,67.724
134089,0,Female,45,65.507,59.728
134163,0,Female,30,61.429,61.885
134323,0,Female,79,75.608,79.534
134411,0,Male,27,86.381,90.677
134415,0,Male,23,69.777,68.995
134422,0,Male,22,83.607,88.397
134432,0,Male,20,84.403,86.824
134433,0,Male,24,89.364,89.16
134437,0,Male,25,87.631,85.632
134447,0,Male,25,83.596,88.088
134467,0,Male,26,80.6,82.725
134482,0,Male,32,89.43,89.367
134577,0,Female,18,78.937,78.65
134579,0,Female,11,75.012,79.777
134579,1,Female,20,74.87,79.877
134582,0,Female,28,61.388,61.935
134587,0,Male,8,72.586,73.538
134587,1,Female,16,65.084,66.257
134588,0,Female,24,70.168,74.243
134588,1,Female,28,60.948,60.251
134589,0,Male,6,78.523,78.774
134589,1,Female,16,66.194,59.141
134595,0,Female,10,72.075,69.152
134595,1,Female,8,73.008,72.332
134600,0,Male,3,69.571,68.281
134604,0,Female,3,56.486,57.642
134643,0,Female,23,77.297,84.294
134645,0,Female,29,56.64,57.029
134648,0,Female,20,58.179,64.553
134683,0,Male,21,81.455,84.818
134689,0,Female,29,72.422,67.513
134697,0,Male,27,85.192,85.632
134701,0,Male,22,79.106,82.707
134702,0,Male,28,79.678,81.006
134713,0,Male,22,61.785,60.778
134723,0,Male,33,51.488,59.918
134724,0,Male,25,63.723,58.811
134831,0,Male,32,64.142,69.602
134835,0,Male,37,77.743,77.351
134838,0,Male,35,79.341,77.126
134839,0,Male,35,71.626,72.7
134841,0,Male,21,66.176,69.851
134851,0,Male,44,81.475,82.256
134859,0,Male,41,78.293,77.421
134860,0,Male,44,66.763,69.316
134916,0,Male,21,78.125,81.56
134934,0,Male,32,78.571,81.495
134983,0,Female,24,80.446,82.126
134987,0,Female,23,86.391,86.665
134988,0,Female,22,84.383,82.254
135052,0,Male,29,69.35,70.067
135254,0,Female,30,77.928,76.345
135258,0,Male,23,76.281,75.407
135259,0,Male,23,68.802,68.656
135264,0,Male,23,68.802,68.656
135272,0,Male,23,68.971,70.227
135279,0,Female,26,77.519,76.494
135299,0,Female,22,63.181,64.829
135328,0,Female,30,68.305,64.434
135351,0,Female,27,63.741,66.085
135356,0,Female,26,67.902,62.171
135358,0,Female,29,69.005,65.054
135364,0,Female,25,41.539,47.505
135365,0,Female,34,57.8,57.663
135382,0,Female,26,77.374,79.457
135393,0,Female,40,68.919,70.068
135395,0,Female,20,76.66,74.844
135396,0,Female,26,73.1,74.05
135444,0,Male,25,63.012,64.195
135444,1,Female,27,82.416,86.286
135640,0,Male,23,72.269,69.352
135640,1,Female,25,83.11,86.448
135653,0,Female,22,79.438,79.399
135676,0,Male,10,49.395,47.947
135676,1,Male,10,48.731,45.923
135676,2,Female,23,51.882,50.056
135676,3,Female,12,52.867,47.615
135676,4,Female,30,48.036,46.907
135678,0,Female,6,54.599,54.26
135681,0,Female,22,60.715,62.66
135685,0,Female,12,78.746,78.582
135685,1,Female,9,72.602,72.892
135686,0,Female,8,79.39,78.905
135686,1,Female,12,73.22,73.846
135687,0,Female,21,80.632,83.973
135695,0,Female,20,82.626,80.397
135696,0,Female,20,84.477,85.908
135709,0,Male,48,58.996,57.003
135733,0,Female,6,78.193,81.709
135899,0,Female,11,78.846,81.222
135899,1,Male,4,70.521,71.398
135899,2,Female,15,74.326,73.136
135899,3,Male,4,78.2,80.884
136021,0,Male,20,76.344,73.248
136048,0,Female,25,78.042,77.628
136050,0,Female,31,70.416,73.548
136057,0,Male,23,59.622,60.833
136057,1,Female,28,80.552,81.44
136058,0,Male,21,76.711,77.193
136058,1,Female,28,64.748,66.914
136061,0,Male,21,75.841,78.942
136063,0,Male,28,71.268,68.159
136066,0,Male,31,89.183,87.587
136072,0,Female,24,76.134,74.503
136074,0,Female,30,66.125,66.149
136076,0,Female,21,80.133,81.732
136094,0,Female,24,66.045,68.777
136126,0,Female,27,63.569,64.741
136126,1,Female,26,81.549,81.009
136141,0,Female,22,63.001,64.34
136156,0,Female,40,59.224,58.548
136158,0,Female,41,60.122,59.641
136158,1,Female,24,56.053,52.036
136159,0,Female,20,62.95,67.356
136159,1,Male,20,73.716,73.338
136161,0,Female,18,75.71,76.925
136161,1,Female,13,64.237,69.694
136172,0,Male,31,66.008,64.456
136190,0,Female,22,65.56,60.403
136216,0,Female,24,69.014,67.42
136459,0,Male,28,61.918,63.572
136472,0,Male,25,70.224,69.078
136520,0,Female,23,79.03,79.624
136531,0,Female,22,72.124,79.049
136531,1,Female,21,77.358,83.556
136531,2,Female,24,73.699,75.302
136532,0,Female,22,78.35,81.294
136541,0,Female,21,83.442,87.845
136541,1,Female,20,85.715,88.341
136542,0,Female,21,67.977,66.449
136542,1,Female,22,71.844,70.204
136576,0,Male,34,74.715,80.23
136639,0,Female,20,76.958,80.343
136687,0,Male,38,60.62,63.484
136688,0,Female,43,56.721,60.523
136691,0,Male,46,60.953,61.75
136755,0,Female,23,78.09,77.255
136764,0,Female,18,67.527,68.666
136766,0,Female,28,66.291,65.585
136767,0,Female,26,69.43,70.904
136770,0,Female,24,71.647,73.515
136776,0,Female,22,83.278,83.472
136779,0,Female,21,77.536,77.684
136786,0,Female,26,69.209,72.922
136790,0,Female,48,66.35,65.592
136797,0,Female,49,68.673,69.383
136876,0,Female,22,82.821,88.516
136877,0,Female,32,51.423,52.794
136878,0,Female,32,51.423,52.794
136886,0,Female,11,76.397,79.642
136886,1,Female,10,79.507,79.791
136889,0,Female,22,75.359,78.819
136893,0,Female,7,81.542,82.457
136905,0,Male,21,82.853,84.099
136922,0,Female,24,82.599,83.963
136924,0,Female,30,72.095,69.91
136940,0,Female,34,57.8,57.663
136975,0,Female,33,67.086,65.467
136980,0,Female,26,72.748,79.299
136985,0,Female,24,71.261,72.232
136999,0,Female,21,85.025,84.826
137031,0,Female,30,72.072,73.167
137094,0,Female,23,71.615,70.947
137121,0,Male,26,67.499,74.037
137121,1,Male,25,61.245,66.314
137121,2,Male,24,57.064,63.489
137166,0,Male,29,61.817,62.866
137307,0,Male,20,80.646,79.421
137307,1,Female,29,71.466,73.787
137343,0,Female,23,65.36,63.392
137344,0,Female,22,76.917,75.363
137347,0,Female,20,76.801,82.224
137484,0,Female,29,69.678,69.232
137551,0,Female,23,78.494,84.852
137552,0,Female,22,60.998,69.591
137553,0,Female,21,70.49,75.518
137581,0,Female,28,73.456,78.363
137583,0,Female,35,75.848,75.186
137584,0,Female,22,57.233,55.567
